user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url,lat,lng
267156262,1215943901418262528,2020-01-11T10:29:51Z,MOUGK,"A couple of  questions we want to address are the impact of violence, climate change and migration on the spread of zika, Chikungunya, and dengue. Building robust and interpretable maps for policy makers for surveillance. 2/2",Twitter for iPhone,225,1215943295286874112,267156262,MOUGK,FALSE,FALSE,5,2,,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/MOUGK/status/1215943901418262528,Moritz Kraemer,"","",https://t.co/xDSNoOBF4v,FALSE,1086,781,48,4517,5443,2011-03-16T12:33:29Z,FALSE,https://t.co/xDSNoOBF4v,https://goo.gl/Yh54iL,,https://pbs.twimg.com/profile_banners/267156262/1460725455,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/974580877350068224/MbR_nU8I_normal.jpg,,
1715437910,1215923776053030912,2020-01-11T09:09:53Z,FrkGiovanetti,"This valuable paper describes 18 cases of chikungunya virus (CHIKV) infection among travellers who had recently visited Myanmar
https://t.co/j2TB4o9qG2",Twitter for Android,151,,,,FALSE,FALSE,2,0,,,,,eurosurveillance.org/content/10.280…,https://t.co/j2TB4o9qG2,https://eurosurveillance.org/content/10.2807/1560-7917.ES.2020.25.1.1900721,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/FrkGiovanetti/status/1215923776053030912,Franco Giovanetti,"Alba, Italy",MD - Epidemiologist - Travel Medicine practitioner,,FALSE,393,152,12,2419,684,2013-08-31T11:24:23Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1715437910/1544424770,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/378800000389792114/4ac0112c656070b096421ee5d616691a_normal.jpeg,,
1100529836580327424,1215892416286334976,2020-01-11T07:05:16Z,marcelableh,@blaqbfly and chikungunya and zika now too! 😤mosquitoes are demons,Twitter for iPhone,56,1215880204851273728,917794790984515584,blaqbfly,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,917794790984515584,blaqbfly,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/marcelableh/status/1215892416286334976,marcelaaaaaaaa,"",just wanna rt stuff without bothering people i know in real life 🤙🏻,,FALSE,4,47,0,1617,795,2019-02-26T22:55:34Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1100529836580327424/1578625084,,http://pbs.twimg.com/profile_images/1215468982423162880/FXyF4BBT_normal.jpg,,
1100529836580327424,1215891426430652416,2020-01-11T07:01:20Z,marcelableh,"@blaqbfly it really depends on the type of parasite you get, cause i had dengue and i was fine, but my sister in law had hemorragic dengue and had to stay in the hospital a few days 
(i know this is about malaria, but i never had it) 
they say zika and chikungunya are awful though",Twitter for iPhone,271,1215876337124155392,917794790984515584,blaqbfly,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,917794790984515584,blaqbfly,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/marcelableh/status/1215891426430652416,marcelaaaaaaaa,"",just wanna rt stuff without bothering people i know in real life 🤙🏻,,FALSE,4,47,0,1617,795,2019-02-26T22:55:34Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1100529836580327424/1578625084,,http://pbs.twimg.com/profile_images/1215468982423162880/FXyF4BBT_normal.jpg,,
1089157733767675904,1215802791324782592,2020-01-11T01:09:08Z,CEVAXIN_PTY,"Brazil: Pernambuco reports increase in arboviruses; #Dengue, #Zika and #chikungunya in 2019 https://t.co/4QMWQPiU2a",Twitter for Android,115,,,,FALSE,FALSE,0,0,,,Dengue|Zika|chikungunya,,outbreaknewstoday.com/brazil-pernamb…,https://t.co/4QMWQPiU2a,http://outbreaknewstoday.com/brazil-pernambuco-reports-increase-in-arboviruses-dengue-zika-and-chikungunya-in-2019/,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/CEVAXIN_PTY/status/1215802791324782592,CEVAXIN,Panama,Center for vaccines and clinical research in Panama. Our purpose is to transform global health by conducting high quality clinical and epidemiological trials.,https://t.co/hzfDWorWHk,FALSE,221,464,1,3403,176,2019-01-26T13:46:54Z,FALSE,https://t.co/hzfDWorWHk,http://pa.linkedin.com/company/cevaxin,,https://pbs.twimg.com/profile_banners/1089157733767675904/1548538272,,http://pbs.twimg.com/profile_images/1089274071542583296/N9Jyfinf_normal.jpg,,
15913794,1215713645897945100,2020-01-10T19:14:54Z,draubreytauer,"In the San Jose airport there are signs w/symptoms for Dengue &amp; Chikungunya viruses &amp; pleas for you to visit a hospital/physician if you have them. I just shook my head, with #EDS #MCAS and #POTS that’s what I feel like every day! How am I supposed to tell the difference? https://t.co/UzlRfljQVI",Twitter for iPad,280,,,,TRUE,FALSE,1,0,,,EDS|MCAS|POTS,,twitter.com/cddep/status/1…,https://t.co/UzlRfljQVI,https://twitter.com/cddep/status/1215699867902840833,,,,,,,,,,,en,1215699867902840833,"In case you missed it: Experts note that increasing dengue fever cases in Latin America may be attributable to changing climate conditions. @NPRGoatsandSoda 
https://t.co/47Fcb1BSPg",2020-01-10T18:20:09Z,Hootsuite Inc.,1,0,146298160,CDDEP,CDDEP,7072,970,7587,Washington DC & New Delhi,"The Center for Disease Dynamics, Economics & Policy produces independent, multidisciplinary research to advance the health and wellbeing of human populations.",TRUE,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/draubreytauer/status/1215713645897945100,"Aubrey Tauer, DVM MPH DACVPM 🏳️‍🌈","Minneapolis, MN","Founding President @Cura_Earth. Veterinarian|Conservationist|Wildlife|Public Health|Epidemiologist|Microbial Ecologist. One Health! Founder #PanInSci",https://t.co/Q2CAbRtQME,FALSE,1113,942,41,10381,3076,2008-08-20T04:08:54Z,FALSE,https://t.co/Q2CAbRtQME,https://www.curaearth.org,,https://pbs.twimg.com/profile_banners/15913794/1461402158,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1187448791747776512/f-6cYVyt_normal.jpg,,
106429960,1215635647412740098,2020-01-10T14:04:58Z,YUResearch,".@YorkUScience research suggests influencing male mosquitoes’ reproductive capacity may hold key to improved pest control strategies. Impeding world’s most deadly viruses (#Zika, Yellow Fever, #Chikungunya, #Dengue Fever) could be w/in reach https://t.co/lwXsYw493u @NSERC_CRSNG https://t.co/s1j2NTCpca",Twitter Web App,278,,,,FALSE,FALSE,2,2,,,Zika|Chikungunya|Dengue,,bit.ly/2sbiQMK,https://t.co/lwXsYw493u,http://bit.ly/2sbiQMK,http://pbs.twimg.com/media/EN7OLcXWkAAKMXh.jpg,https://t.co/s1j2NTCpca,https://twitter.com/YUResearch/status/1215635647412740098/photo/1,photo,http://pbs.twimg.com/media/EN7OLcXWkAAKMXh.jpg,https://t.co/s1j2NTCpca,https://twitter.com/YUResearch/status/1215635647412740098/photo/1,,707224988|235213723,YorkUScience|NSERC_CRSNG,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/YUResearch/status/1215635647412740098,York U Research,"Toronto, Canada","The official Twitter account for research highlights & news from York University. 
https://t.co/g82Ao1aN8K",http://t.co/gyu2kwiBt4,FALSE,4277,609,186,13611,764,2010-01-19T14:49:41Z,FALSE,http://t.co/gyu2kwiBt4,http://www.yorku.ca/research/,,https://pbs.twimg.com/profile_banners/106429960/1447873002,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/927944478882635776/9OlUH2gd_normal.jpg,,
445767176,1215608192366858240,2020-01-10T12:15:52Z,Gramener,"Around 40% of the world’s population live in communities with a risk of mosquito-borne viruses like dengue, Zika, &amp; chikungunya.

Gramener is working with @Microsoft for the World Mosquito Program to help fight it using AI.

Read the full news: https://t.co/9pJQ5dshZA
@wmpglobal",Twitter Web App,283,,,,FALSE,FALSE,3,0,,,,,news.microsoft.com/apac/features/…,https://t.co/9pJQ5dshZA,https://news.microsoft.com/apac/features/defeating-dengue-fever-ai-boosts-the-global-fight-against-mosquito-borne-diseases/,,,,,,,,,74286565|1406420442,Microsoft|wmpglobal,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Gramener/status/1215608192366858240,Gramener,"New Jersey, USA",We are data analytics & storytelling firm that rapidly builds data apps & helps business users make data-driven decisions. We tell insights as data stories.,https://t.co/E6XHlalfFw,FALSE,1655,45,81,1980,374,2011-12-24T21:00:57Z,FALSE,https://t.co/E6XHlalfFw,https://gramener.com,,https://pbs.twimg.com/profile_banners/445767176/1531493480,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1122743180204445697/Rkmhs4s2_normal.png,,
944230452000444417,1215607642003058690,2020-01-10T12:13:41Z,marcelohspaiva,"While the country is reseting from the 2015-16 ZIKV/CHIKV epidemics, Pernambuco reported a troublesome number of dengue, Zika and Chikungunya cases in 2019. The situation in the low-income country side is even more alarming with massive underreported cases. https://t.co/IWpxbf0A33",Twitter Web App,257,,,,TRUE,FALSE,20,10,,,,,twitter.com/ArboNews/statu…,https://t.co/IWpxbf0A33,https://twitter.com/ArboNews/status/1215603030902681600,,,,,,,,,,,en,1215603030902681600,"Brazil: Pernambuco reports increase in arboviruses; dengue, Zika and chikungunya in 2019 - Outbreak News Today https://t.co/g7u1ixMugp",2020-01-10T11:55:22Z,IFTTT,9,12,772506617678036992,ArboNews,Arbovirus News,1657,1050,6451,Cryptic breeding site,"Searching and sharing latest #arbovirus epidemiology, entomology, diagnostics and surveillance news.",FALSE,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/marcelohspaiva/status/1215607642003058690,MarceloPaiva,"",Living among mosquitoes and trying to be a scientist. An enthusiastic about bodysurfing and beers. Currently a professor of genetics @UFPE. Views are my own.,,FALSE,108,549,0,369,962,2017-12-22T15:37:37Z,FALSE,,,,https://pbs.twimg.com/profile_banners/944230452000444417/1528488499,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/944335638509314052/AByiulmV_normal.jpg,,
772506617678036992,1215603030902681600,2020-01-10T11:55:22Z,ArboNews,"Brazil: Pernambuco reports increase in arboviruses; dengue, Zika and chikungunya in 2019 - Outbreak News Today https://t.co/g7u1ixMugp",IFTTT,134,,,,FALSE,FALSE,9,12,,,,,ift.tt/37QwXpY,https://t.co/g7u1ixMugp,https://ift.tt/37QwXpY,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/ArboNews/status/1215603030902681600,Arbovirus News,Cryptic breeding site,"Searching and sharing latest #arbovirus epidemiology, entomology, diagnostics and surveillance news.",,FALSE,1657,1050,14,6451,388,2016-09-04T18:48:25Z,FALSE,,,,https://pbs.twimg.com/profile_banners/772506617678036992/1473069028,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/772509957497446400/tD_Qg59p_normal.jpg,,
1561286503,1215597838094217217,2020-01-10T11:34:43Z,Kadleyeh1,"A viral frenzy, called Chikungunya, is decimating the Horn of Africa, including Djibouti. The death toll is astounding and astonishing.",Twitter for iPhone,135,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/Kadleyeh1/status/1215597838094217217,Mr. Wahib ISSA,Djibouti 🇩🇯,A researcher on East-Africa developments. Bar Gobeed association Secretary General. Hassan Gouled School textbook co-author. Diplomacy Enthusiast!,,FALSE,95,69,0,984,1354,2013-07-01T19:10:59Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1561286503/1541106266,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1214292542818308097/Gttz5ZJy_normal.jpg,,
